Age,Class of Worker,Educational Attainment,Marital Status,Occupation,Place of Birth,Hours Worked per Week,Sex,Race,Target
37,0,20,0,4600,22,40,1,0,1
36,5,18,0,4220,22,15,0,2,0
71,3,23,0,2205,21,40,0,0,1
46,5,21,2,5510,22,30,1,0,0
39,0,17,0,3603,22,40,0,1,0
36,0,15,0,4622,22,40,1,1,0
59,0,15,0,4850,22,40,0,0,1
20,0,18,4,2545,22,40,1,0,0
76,3,15,1,5860,22,40,1,0,0
55,0,20,4,2310,22,35,1,0,0
23,5,19,4,4510,22,50,1,1,0
67,1,15,0,565,22,40,1,0,1
48,0,15,3,4710,22,48,0,1,1
26,0,21,4,1710,22,43,0,0,0
59,0,17,0,4710,26,40,1,0,1
63,3,14,0,6200,22,40,0,0,0
76,3,23,0,2205,55,40,0,0,1
66,4,18,0,5000,34,40,0,0,1
63,0,17,0,5860,34,40,1,0,1
64,4,15,2,5860,22,50,1,0,1
56,0,17,0,5000,22,40,1,0,1
56,0,16,0,4200,22,40,0,0,0
59,0,21,0,1010,24,40,0,0,1
31,0,16,4,4200,22,40,1,1,0
41,0,20,0,1420,22,40,1,0,1
41,6,22,0,3250,22,40,0,0,1
65,3,15,0,9130,22,40,0,2,1
64,0,20,0,3050,22,40,0,0,1
29,0,19,4,4700,22,40,0,0,0
58,0,18,0,9130,12,60,0,8,1
70,5,20,2,800,22,25,1,0,1
48,0,23,0,7330,210,50,0,7,1
42,0,14,0,5940,22,40,1,7,0
40,1,19,2,350,22,56,1,0,1
50,0,19,4,3255,22,40,1,1,0
26,0,15,4,6355,22,35,0,0,0
52,6,18,2,4710,22,40,1,0,1
66,0,18,4,6050,22,40,0,1,1
43,0,17,2,440,22,40,0,0,1
32,3,18,4,960,22,40,1,2,0
47,0,21,4,3160,22,40,0,1,1
41,3,23,0,2205,21,40,1,0,1
40,3,23,0,2205,34,40,0,0,1
39,2,20,0,2320,22,15,1,0,0
67,6,15,0,9310,22,84,0,2,1
44,5,15,4,9620,22,30,0,2,0
42,5,16,2,4220,22,20,1,0,0
38,1,20,0,3255,12,40,0,0,1
40,1,20,0,2440,22,10,1,0,0
31,0,20,0,4810,22,40,0,0,1
29,1,20,0,3310,22,30,1,0,1
47,2,16,0,2545,22,35,1,0,0
46,0,15,0,9620,22,44,0,0,1
20,0,18,4,9130,22,40,0,0,0
17,0,12,4,4720,22,18,1,0,0
50,3,15,0,3802,47,45,0,0,1
46,0,15,0,5400,22,40,1,0,0
20,0,15,4,4110,22,40,1,0,0
42,0,19,0,820,341,40,1,5,1
43,4,19,0,800,341,40,0,5,0
57,0,21,2,1440,126,40,1,0,1
41,2,18,0,3870,22,40,0,0,1
38,0,20,0,3323,22,25,1,0,0
24,0,17,4,5240,22,40,1,1,0
35,0,17,0,3422,22,21,1,0,0
35,5,15,0,7210,22,45,0,0,1
47,3,20,2,2310,22,38,1,1,0
48,0,15,1,9130,22,50,0,1,1
25,0,15,4,9640,22,50,0,1,0
43,0,21,4,2310,22,40,1,1,1
20,0,15,4,4720,22,40,1,1,0
33,0,18,0,9645,22,32,0,1,0
29,0,18,0,2640,22,11,1,0,0
41,0,15,2,4000,303,40,1,8,0
48,0,16,4,4230,22,32,1,1,0
28,0,15,4,4020,22,32,0,1,0
23,0,15,4,4760,22,32,0,1,0
61,1,23,0,2205,165,50,0,0,1
60,6,17,0,7330,12,40,1,0,0
59,0,18,0,705,36,40,0,0,1
47,0,0,4,6210,22,60,0,1,0
46,5,0,4,8300,22,45,1,1,0
32,0,15,4,7340,22,40,0,0,1
30,0,16,4,8225,22,60,1,0,0
32,4,23,4,3050,22,40,1,1,1
37,0,20,2,7700,6,40,0,0,0
52,0,15,0,9570,22,60,0,0,1
61,0,18,4,4020,22,35,1,1,0
57,2,20,4,2320,22,40,0,1,1
39,0,17,4,4055,26,27,1,0,0
40,0,17,4,4710,22,40,1,0,0
34,1,20,0,2060,254,40,0,5,0
24,1,19,0,2060,53,40,1,0,0
41,5,20,4,9310,22,38,0,0,1
64,1,20,2,3300,22,40,0,0,1
43,2,21,0,2310,5,40,1,0,1
44,0,21,0,120,22,40,0,0,1
18,0,17,4,5400,22,20,1,0,0
37,0,20,0,440,42,50,1,0,1
34,0,15,4,5600,22,50,0,0,1
30,0,17,4,5240,22,15,1,0,0
64,0,10,4,9620,327,40,0,8,0
51,1,20,0,3255,22,40,0,0,1
49,1,19,0,3255,22,40,1,0,0
47,2,18,4,2545,40,40,1,0,0
20,0,15,4,4435,22,10,0,0,0
41,0,21,0,3550,22,60,0,0,1
47,0,21,0,10,22,50,1,8,1
22,0,15,4,5240,22,36,0,4,0
47,0,15,2,4000,303,40,1,4,0
17,0,12,4,2545,47,25,0,4,0
58,0,19,2,2310,22,40,1,1,0
59,0,18,2,4840,22,40,1,0,1
23,3,20,4,2545,22,20,1,0,0
41,0,20,0,3030,22,40,1,0,1
41,0,21,0,2840,22,40,0,0,0
31,0,18,4,220,22,40,0,8,1
32,0,18,2,4720,22,40,1,0,0
29,0,15,4,9645,22,24,1,1,0
33,0,19,0,4130,247,15,1,5,0
35,0,19,0,4000,247,40,0,5,0
55,3,18,0,5000,22,45,1,0,1
56,0,18,0,9130,47,48,0,0,1
30,0,22,0,4240,327,40,0,7,0
48,0,17,4,8140,22,50,0,1,0
37,6,21,0,2360,28,65,0,0,1
43,0,15,0,5160,40,50,1,0,0
23,3,15,4,5740,22,40,1,0,0
21,0,18,4,6260,22,40,0,0,0
44,6,17,0,600,22,45,0,0,1
42,2,21,0,3230,28,42,1,0,1
29,1,22,4,3090,138,65,0,5,1
20,0,15,4,7840,22,42,1,0,0
21,1,20,4,1555,22,25,1,0,0
60,0,18,0,5400,48,40,1,0,0
60,4,19,0,8740,48,50,0,0,1
27,4,21,4,1610,22,40,1,0,1
25,0,21,4,1340,22,40,0,0,0
45,4,21,0,5240,22,40,0,1,1
48,2,21,0,2310,22,40,1,1,1
23,0,20,4,8140,22,40,0,1,0
43,4,20,2,3255,22,40,1,1,1
61,0,15,0,3602,28,15,1,0,0
56,6,13,0,9130,22,55,0,0,1
27,0,20,0,4710,22,40,1,0,1
29,0,18,0,705,22,45,0,0,1
43,0,18,4,540,22,40,1,5,1
33,0,15,4,910,22,40,1,5,0
40,0,15,1,5120,22,20,1,0,0
32,0,17,4,9600,13,52,0,1,0
30,0,18,4,9130,22,35,0,1,0
29,1,18,2,3500,22,40,1,1,0
37,0,17,0,3515,22,42,1,0,0
44,0,14,0,9510,12,45,0,8,1
17,0,13,4,4150,22,30,1,0,0
42,4,18,0,3870,35,80,0,8,1
40,4,20,0,630,8,40,1,0,1
44,5,18,4,9142,22,40,1,0,0
45,0,20,2,2360,22,40,1,0,1
33,0,20,0,705,22,17,1,0,0
35,6,21,0,4200,22,60,0,0,1
55,3,18,2,2862,22,40,1,0,1
22,5,20,4,5510,22,30,0,0,0
48,0,17,2,8910,22,42,0,0,0
65,0,17,0,6305,22,50,0,0,1
22,0,15,0,6355,56,48,0,0,1
25,0,19,0,110,22,40,0,0,0
64,1,20,0,230,22,40,1,0,1
42,0,15,2,5400,22,40,1,0,0
57,0,19,1,5840,22,40,1,1,0
41,0,18,0,9645,22,40,0,0,0
41,5,20,0,940,22,1,1,8,0
19,0,18,4,4110,22,20,1,8,0
45,2,15,4,4720,22,50,1,1,0
25,0,15,4,9610,22,40,0,1,0
40,3,18,4,4220,22,30,1,1,0
57,0,17,0,2300,22,40,1,1,0
59,3,20,1,420,22,40,1,1,1
28,3,18,0,2014,39,40,0,0,1
42,0,15,2,4220,6,40,1,1,0
18,0,15,4,4965,22,27,1,1,0
37,0,18,4,8620,22,42,0,0,0
30,0,16,0,6442,22,40,0,0,1
41,0,20,4,2545,48,50,0,0,1
46,0,20,4,2545,34,65,1,8,1
27,5,15,0,4230,28,25,1,0,0
31,0,18,0,6200,28,84,0,0,1
44,0,17,3,3930,22,40,0,1,0
43,0,14,0,4720,22,40,1,1,0
25,0,17,4,4850,17,4,0,0,0
60,0,20,2,3255,1,36,1,0,1
62,0,15,1,8256,22,30,1,0,0
34,3,21,0,1750,21,45,1,0,1
36,6,20,0,40,22,45,0,0,1
50,5,18,0,4350,22,40,1,8,0
46,0,17,0,1555,22,40,0,0,0
69,0,15,0,6305,22,40,0,0,1
32,0,20,4,3050,22,28,0,0,1
29,0,15,4,4055,6,40,1,7,0
21,4,14,4,9830,6,48,0,7,0
55,0,20,0,9620,303,40,0,7,0
52,0,18,0,4240,36,45,0,0,0
52,2,21,0,2002,12,40,1,0,1
33,0,20,0,1031,22,40,0,0,1
33,0,22,0,4700,22,40,1,0,1
44,0,20,4,1108,22,40,0,0,0
42,0,20,4,5000,22,32,0,0,0
69,2,22,4,2105,22,40,1,0,1
64,0,16,0,9130,22,40,0,0,1
34,0,15,2,5860,22,40,1,0,0
75,1,0,1,5740,5,35,1,0,1
37,6,0,4,4700,110,55,0,0,1
26,0,18,4,4220,22,40,0,0,0
18,0,15,0,7800,22,40,1,0,0
18,0,15,4,9300,22,40,0,0,0
28,5,13,0,6230,362,40,0,7,0
30,0,15,0,4230,362,40,1,8,0
37,5,15,0,6230,362,40,0,8,0
61,0,15,0,20,22,45,0,0,1
60,0,15,0,2545,22,42,1,0,0
32,0,19,4,5120,22,45,1,0,0
25,0,21,4,5160,22,40,0,0,0
24,0,15,4,6800,13,40,0,0,0
50,0,20,0,10,22,55,0,0,1
48,0,16,0,350,22,40,1,0,1
28,3,20,4,2002,22,40,1,1,0
28,3,20,4,230,22,40,1,1,0
41,0,21,0,1360,22,40,1,0,1
67,0,22,0,800,22,40,0,0,1
66,1,20,0,2360,72,40,1,8,1
61,0,15,1,5522,46,84,1,0,1
74,5,15,1,4510,22,3,1,0,0
39,0,15,2,7200,233,40,0,5,0
66,0,20,2,5120,22,20,1,0,0
20,0,18,4,6355,48,45,0,0,0
20,0,18,4,4020,48,21,0,0,0
20,0,18,4,9130,22,5,0,0,0
39,0,23,0,1750,26,45,0,0,1
51,2,20,2,2310,22,40,1,0,0
59,5,18,0,4510,22,40,1,0,0
58,4,14,0,5250,12,50,0,0,0
36,1,19,4,230,22,40,1,1,0
38,0,19,4,2011,22,40,1,1,0
23,0,20,0,310,22,40,0,0,0
23,2,20,0,2320,22,40,1,0,0
62,1,17,0,3602,22,30,1,1,0
62,4,15,0,5540,22,30,1,0,0
41,5,19,1,220,22,50,0,8,1
36,4,17,0,9810,48,60,0,0,1
32,0,18,0,3421,6,36,1,0,0
56,0,15,2,9141,22,35,1,0,0
54,3,15,0,3802,22,52,0,0,0
62,0,15,1,10,22,40,1,0,1
41,0,16,0,8140,22,50,0,0,1
28,0,15,2,9620,48,60,0,0,1
54,1,20,2,2850,48,35,1,0,0
72,0,17,1,120,22,50,1,0,1
38,0,18,4,3630,22,15,1,8,0
39,0,15,2,8990,22,40,0,0,1
54,0,20,2,10,22,32,1,0,0
45,4,17,4,9830,47,60,0,0,1
53,0,20,0,3255,22,40,1,0,1
55,0,20,0,4850,22,40,0,0,1
80,4,21,1,2004,22,32,1,1,0
26,2,17,4,4800,48,8,1,1,0
62,0,20,2,1555,22,48,0,1,1
34,2,18,4,5860,22,35,1,0,1
68,1,17,0,8740,22,40,0,0,1
48,0,15,2,7840,22,31,1,0,0
24,0,12,4,9620,22,40,0,0,0
17,2,12,4,4220,22,8,0,0,0
67,0,15,0,4760,22,15,1,0,0
30,0,20,4,340,22,40,0,0,0
45,4,20,0,160,22,45,0,0,1
46,4,20,0,2360,42,40,1,0,1
33,5,21,4,2360,6,30,1,0,1
53,5,17,0,5860,22,30,1,0,0
47,0,19,2,3255,22,40,1,0,1
24,0,18,4,3500,22,40,0,0,0
21,2,19,4,3801,22,40,0,0,0
46,5,15,2,3603,22,56,1,1,0
47,4,21,0,9825,421,40,0,1,1
62,5,17,0,4350,22,3,1,0,0
56,5,12,0,6050,22,28,0,0,0
27,0,20,0,1350,22,40,0,0,1
26,3,20,0,930,22,40,1,0,0
29,0,16,4,1006,22,40,0,0,0
22,0,18,4,4420,22,6,0,0,0
35,0,15,4,9760,22,40,0,1,0
68,6,21,0,410,22,50,0,8,1
60,0,17,2,4010,22,45,1,8,0
56,0,17,0,3300,22,40,1,1,1
56,6,17,0,9130,12,40,0,1,1
21,2,18,4,3605,22,36,1,1,0
59,3,20,4,5860,22,40,1,1,0
60,2,20,4,2310,22,3,1,0,0
62,0,15,4,4350,22,50,1,0,0
47,0,16,2,5310,48,16,0,1,0
54,0,18,3,9130,22,40,1,1,0
42,0,19,2,2145,22,40,1,0,0
17,0,11,4,9620,22,10,0,0,0
49,0,16,4,6410,22,40,0,0,0
51,1,16,0,5740,22,40,1,0,0
53,0,18,0,8630,22,40,0,0,1
77,2,19,2,3740,22,30,0,0,0
55,6,20,0,230,22,40,1,1,0
34,0,20,0,630,22,45,0,1,0
36,4,20,0,1108,22,40,1,1,0
30,0,15,4,6355,22,60,0,0,1
43,0,13,4,9645,22,40,1,1,1
29,0,15,0,4040,333,40,0,1,0
34,2,20,2,2300,22,40,1,0,0
35,2,15,2,4251,22,40,0,1,0
30,1,21,0,3230,22,40,1,8,1
29,0,20,0,1360,22,50,0,0,1
33,4,18,4,9810,6,50,0,0,1
43,0,16,2,6230,22,40,0,0,0
59,0,15,4,4720,22,38,1,1,0
26,0,5,4,4251,314,40,0,8,0
34,0,11,4,4251,314,40,1,8,0
30,0,8,4,4251,314,40,1,8,0
36,6,21,4,5120,22,53,1,0,1
47,0,15,4,4720,22,40,1,1,0
53,0,19,4,7010,22,40,0,8,0
45,0,18,4,3603,22,42,1,1,0
20,3,15,4,3603,22,40,1,1,0
68,0,15,0,4251,22,15,0,0,0
64,0,20,0,5120,22,40,1,0,0
42,0,20,0,4850,12,45,0,0,1
49,3,12,0,4220,22,45,0,1,0
26,0,17,4,4020,22,38,1,1,0
72,5,16,2,4200,22,50,0,0,1
59,0,17,0,5330,28,42,1,0,0
61,0,17,0,4220,28,50,0,0,1
64,0,0,0,4435,22,40,1,0,0
67,2,15,0,3870,22,30,0,0,1
65,0,15,0,9130,22,30,1,0,0
40,0,21,0,110,231,40,0,5,1
54,6,0,0,4521,247,48,0,5,0
56,0,15,0,1555,40,45,0,0,1
60,1,16,0,4850,22,35,1,0,0
35,0,17,2,6850,301,44,0,0,1
19,1,18,4,3605,22,20,1,0,0
57,0,20,0,1920,22,48,0,1,1
52,5,19,0,5510,22,40,1,1,0
36,0,20,4,1360,22,30,0,0,0
68,6,20,0,4700,12,30,0,0,1
74,2,20,4,2360,22,24,1,1,0
43,0,15,0,4965,22,40,0,0,0
40,1,20,0,2330,22,40,1,0,0
55,0,18,4,4461,22,80,0,0,0
57,0,20,2,4700,22,80,0,0,0
34,0,16,4,7750,22,80,0,0,0
55,6,15,2,650,22,45,0,0,0
42,0,15,2,9600,22,50,0,1,0
37,5,18,4,6355,22,30,0,1,0
42,0,20,2,5860,22,20,1,0,0
70,5,18,0,6410,22,20,0,0,1
52,0,21,0,350,22,40,1,0,1
77,5,23,0,1825,22,30,1,0,1
44,0,19,0,3255,22,40,1,0,1
47,0,19,0,3300,22,40,0,0,1
17,0,13,4,4720,22,16,1,0,0
68,1,11,2,4600,22,1,1,0,0
76,1,20,0,2040,22,30,1,1,0
47,0,18,0,4710,22,50,0,0,1
64,0,15,0,3603,22,40,1,1,0
31,2,21,4,2310,22,40,1,1,0
21,0,15,4,4150,28,24,1,0,0
57,0,17,0,710,22,30,1,8,0
73,3,21,2,2205,22,12,1,1,1
47,0,20,0,310,22,55,0,0,1
42,2,20,0,2722,22,5,1,0,0
43,0,14,0,8140,5,40,0,0,1
42,5,14,0,5510,5,10,1,0,0
37,0,16,4,3602,22,32,1,1,0
29,6,18,0,540,22,50,0,0,1
32,0,20,0,3255,27,25,1,0,0
57,0,9,4,4530,22,40,1,0,0
57,0,10,0,6800,22,48,0,0,1
64,0,15,0,4720,22,35,1,0,0
55,4,18,0,9130,22,40,0,0,1
50,5,20,0,4700,22,40,1,0,0
39,0,0,1,5510,469,25,1,1,0
46,1,18,3,2435,22,32,1,1,0
54,2,20,0,3870,22,40,0,0,0
53,0,15,0,5400,22,35,1,0,0
22,0,20,4,3255,22,40,1,0,0
40,0,16,0,8140,46,40,0,0,1
39,0,0,0,3649,22,35,1,0,0
42,0,0,0,8990,22,50,0,0,1
40,2,18,0,2545,22,7,1,0,0
47,3,20,3,2014,22,40,1,1,0
23,0,15,4,9600,22,9,0,1,0
21,0,17,4,1460,22,40,0,1,0
28,1,20,4,800,22,40,1,0,1
64,0,15,0,5100,22,40,0,0,1
56,0,15,0,20,22,40,1,0,1
51,1,20,0,350,22,70,0,0,1
43,0,21,0,630,47,45,1,0,1
38,1,23,0,2320,48,40,0,8,1
36,5,20,0,4251,22,30,1,0,0
19,5,15,4,6260,23,50,0,8,0
35,0,11,4,6260,31,50,0,8,0
32,0,21,2,220,23,50,0,8,1
30,0,18,0,4700,22,50,0,0,0
29,0,20,0,340,6,40,1,0,1
65,0,13,0,9600,22,55,0,0,1
19,0,15,4,9620,22,40,0,0,0
30,0,16,4,4220,22,32,0,0,0
59,3,20,4,5250,37,40,1,1,0
56,0,20,0,3160,22,40,0,0,1
24,0,18,4,9005,22,35,0,0,0
21,0,18,4,7210,22,50,0,0,0
19,0,18,4,3500,22,32,1,0,0
17,0,13,4,4020,22,30,1,0,0
51,5,20,2,220,28,40,0,0,0
62,0,16,2,4720,28,40,1,0,0
65,0,21,4,2310,22,40,0,0,1
72,0,15,1,5240,22,40,1,0,1
42,0,16,1,4965,22,40,1,0,0
62,0,16,0,440,22,56,0,0,1
54,0,18,3,3603,22,24,1,1,0
50,6,19,4,220,22,48,0,0,1
48,6,15,2,5522,48,45,1,0,0
41,6,20,0,8750,22,40,0,0,1
41,6,20,0,8750,22,40,1,0,1
49,0,15,0,6200,22,40,0,0,1
44,2,20,0,2310,22,40,1,0,0
24,0,19,4,4030,22,40,1,1,0
71,3,23,2,2205,22,40,0,1,1
48,2,21,4,5810,22,50,1,1,0
27,0,15,4,9620,22,60,0,1,0
27,0,16,4,9620,22,50,0,1,0
37,0,19,4,3255,22,40,1,0,1
35,0,20,4,735,22,40,0,0,1
33,0,21,2,2180,37,40,1,0,0
62,0,20,4,940,22,20,0,0,1
60,0,19,0,3300,48,36,0,1,0
57,0,20,0,3255,22,40,1,1,1
21,0,15,4,4055,22,12,1,1,0
54,0,20,0,440,22,50,0,1,1
23,0,20,4,1032,22,40,1,1,0
62,5,20,0,205,22,50,0,0,1
38,0,15,0,8140,249,48,0,5,0
22,0,15,4,9130,22,70,1,8,1
58,5,15,0,10,22,50,0,0,1
57,5,19,0,5000,22,40,1,0,0
67,2,12,0,5740,48,10,1,0,0
79,5,9,0,6200,28,40,0,0,1
63,0,15,0,6355,22,40,0,0,1
47,5,14,0,4720,247,20,1,5,0
63,1,21,1,420,22,16,1,1,0
66,2,21,2,6355,22,40,0,1,1
63,3,18,4,5740,22,40,1,0,0
52,0,17,2,1108,22,25,0,1,0
59,0,20,0,9150,22,40,0,0,0
60,1,15,0,2545,22,40,1,0,0
18,0,16,4,4720,22,20,1,0,0
51,0,16,2,9130,22,37,0,0,1
72,0,15,0,4220,22,25,0,0,0
60,0,15,2,5230,22,40,1,1,0
78,0,18,0,440,22,45,0,7,1
69,0,21,0,4220,1,10,0,7,0
60,3,21,4,2205,22,40,0,5,1
42,5,8,4,4600,303,40,1,8,0
41,0,18,2,3424,22,40,1,0,0
34,0,16,3,8990,22,40,0,0,0
54,1,19,0,2300,22,40,1,0,0
57,0,15,0,4810,22,40,0,0,1
24,6,16,4,4220,22,40,0,0,0
40,4,18,0,8740,22,45,0,0,1
56,5,17,0,3500,22,30,1,1,0
73,0,18,0,6200,22,40,0,0,1
44,0,18,3,4200,48,40,1,0,0
42,0,20,0,4700,47,50,0,0,1
45,0,20,0,4700,22,52,1,0,1
53,0,15,0,6305,22,45,0,0,1
32,6,15,0,4700,22,60,0,0,0
21,4,18,4,9830,207,40,0,5,1
56,4,20,0,1240,22,40,0,0,1
56,0,20,0,2545,22,15,1,0,0
57,0,15,0,220,54,60,0,0,1
46,0,15,0,540,54,40,1,0,1
31,6,22,4,3040,22,40,1,0,1
39,5,17,2,9130,22,10,1,0,0
34,0,18,2,2300,22,40,1,1,0
68,5,16,2,5420,22,30,1,0,0
29,0,20,0,160,28,45,0,0,1
26,3,21,0,230,1,40,1,0,1
74,1,21,0,2040,22,30,0,0,1
77,1,21,0,2752,19,3,1,0,0
20,6,16,4,4220,22,40,0,0,0
71,1,15,1,4700,25,3,1,0,0
28,2,17,0,160,22,40,0,0,0
25,3,17,0,3649,22,40,1,0,0
46,2,16,0,9121,231,30,0,5,0
33,0,18,4,3645,48,40,1,1,0
31,0,16,4,4720,22,40,0,1,0
65,2,20,2,2310,28,7,1,1,1
24,0,18,4,4760,22,60,0,1,0
47,2,20,0,2435,22,40,1,0,0
53,6,20,0,4810,22,45,0,0,0
17,2,13,4,9620,22,10,0,0,0
36,0,20,4,140,22,40,0,0,0
48,0,15,0,4400,247,25,0,5,0
59,0,15,1,4720,22,40,0,1,0
35,0,15,0,8740,22,45,0,0,0
34,0,19,0,120,22,40,1,0,1
35,0,18,3,2360,22,32,1,0,0
33,2,21,0,2435,5,35,0,0,0
35,0,17,0,4030,22,25,1,0,0
73,0,16,0,9141,368,10,0,7,0
66,1,16,0,3603,368,12,1,7,0
63,0,15,0,530,1,4,1,0,0
65,0,15,0,7000,22,40,0,0,1
44,0,20,4,850,25,60,0,0,0
44,4,15,2,310,22,55,0,1,1
26,0,13,4,4720,22,15,1,1,0
53,0,20,4,3255,28,40,1,1,1
68,0,15,0,4600,22,20,1,0,0
32,0,20,0,1360,22,55,0,0,1
29,0,23,0,3256,47,48,1,0,1
71,0,23,0,3040,22,12,0,0,1
57,0,18,0,9610,22,45,0,1,0
53,0,21,0,3255,22,35,1,0,1
58,0,20,0,1306,22,35,0,0,1
40,0,19,0,1545,22,40,0,0,0
30,0,19,0,1240,22,40,1,0,0
68,5,21,2,2320,5,40,0,0,1
67,3,23,0,2205,210,52,0,5,1
63,0,21,0,5110,210,40,1,5,0
32,2,21,0,3230,22,35,1,0,0
34,0,20,0,350,22,40,0,0,1
62,5,13,2,9645,22,8,0,0,0
43,0,18,2,3603,22,30,1,1,0
63,0,15,0,7700,22,40,0,0,0
26,0,15,0,6850,22,40,0,0,1
46,2,17,0,3870,22,40,0,0,1
38,0,16,0,4840,22,40,1,0,1
59,2,20,2,2320,22,40,1,0,1
82,0,18,0,5240,22,40,0,1,0
60,0,17,0,3930,22,24,1,1,1
66,0,16,0,220,1,40,0,0,1
24,0,15,4,3421,327,35,1,8,0
35,0,15,4,4210,314,50,0,8,1
60,0,15,0,4700,22,55,0,0,1
60,0,20,0,4850,22,45,0,0,1
60,1,20,0,10,22,40,1,0,1
46,5,16,0,710,22,84,0,0,1
48,5,17,0,5740,48,48,1,0,0
46,5,19,2,310,28,50,0,0,1
48,1,19,0,5740,22,22,1,0,0
48,0,21,0,1050,48,45,0,0,1
40,0,18,4,2016,22,40,1,1,0
61,0,22,0,3090,12,36,0,0,1
65,1,21,4,420,17,50,1,0,1
62,1,21,4,420,25,50,1,0,1
19,0,15,4,4010,1,43,0,0,0
21,0,15,4,4110,22,30,1,0,0
51,0,18,2,2145,22,80,1,0,1
45,3,21,0,2310,22,40,1,0,0
46,0,15,0,9310,22,50,0,0,1
70,0,18,2,4030,28,30,1,0,0
31,3,20,4,2205,27,60,0,0,0
61,6,15,0,5840,22,40,1,0,0
62,0,18,0,3500,22,40,1,1,1
73,0,20,0,4700,399,11,0,5,0
34,2,15,4,3421,22,36,1,0,0
47,2,13,2,6305,22,40,0,0,0
72,0,14,0,4850,22,30,0,1,1
66,0,15,0,2145,48,40,1,0,0
57,0,15,0,9645,22,35,1,8,0
56,4,15,0,3802,22,1,0,8,0
61,0,20,0,8650,22,44,0,0,1
41,0,20,0,7330,233,4,1,5,0
33,1,23,0,3258,22,40,1,0,1
37,0,22,0,2100,22,40,0,0,1
40,0,20,4,4220,364,6,0,7,0
45,0,16,2,4251,22,40,0,0,0
42,0,15,2,4700,22,40,1,0,0
48,3,20,0,1750,22,40,0,0,1
37,0,20,0,2555,39,45,1,0,1
64,1,17,2,3750,22,40,0,0,0
50,3,15,0,5000,22,40,0,0,0
90,0,18,1,5120,22,8,1,0,1
53,0,15,0,440,22,40,0,0,0
65,0,15,1,910,22,40,1,0,1
47,1,19,2,3423,22,40,1,1,0
23,0,17,0,4220,22,40,1,1,0
73,6,15,2,7130,26,14,1,0,0
44,0,15,0,5740,46,40,0,0,1
59,6,15,0,4700,213,50,0,0,1
20,4,18,4,1970,22,7,1,0,0
67,0,17,2,4720,48,32,1,8,0
64,4,20,4,930,22,40,1,1,1
80,0,19,2,5860,139,40,1,0,1
52,6,15,2,160,22,40,1,1,1
32,4,21,4,220,48,40,0,0,1
31,2,20,4,2310,17,40,1,0,1
22,0,17,4,4710,22,52,0,1,0
28,2,16,0,7315,22,40,0,0,0
29,0,15,0,3645,34,36,1,0,0
73,1,22,0,3090,22,70,0,0,1
50,4,18,0,137,21,40,0,1,1
51,4,15,0,5400,72,40,1,7,1
48,0,15,1,5740,22,40,1,0,0
27,5,15,4,205,22,60,0,0,0
65,3,15,0,5740,22,40,1,0,1
68,2,15,0,4251,22,40,0,1,0
42,0,18,0,5740,22,9,1,0,0
44,6,17,0,8990,22,40,0,0,1
42,0,15,0,9645,22,40,0,0,0
72,5,20,4,1530,22,16,0,0,1
47,1,20,0,705,301,40,1,0,1
49,1,20,0,1105,22,40,0,0,1
34,4,19,0,9830,42,40,0,0,1
29,5,15,0,4040,148,40,1,0,0
62,0,17,0,3930,22,40,0,0,1
55,2,21,0,2310,6,50,1,0,1
38,0,15,4,3500,22,40,1,1,0
34,4,15,0,440,22,40,0,0,0
29,5,15,0,4055,22,20,1,0,0
66,0,20,0,4800,22,40,0,0,1
44,2,20,0,2310,22,40,0,0,0
42,0,20,0,2555,22,45,1,0,1
44,1,21,2,420,22,40,1,0,1
59,0,15,2,3603,22,52,1,1,1
35,0,15,4,4810,22,40,0,1,0
33,0,19,2,6530,48,45,0,0,0
28,0,16,1,2634,314,25,1,7,0
40,4,20,1,1910,22,40,1,0,1
40,0,18,4,4020,22,35,0,0,0
30,0,17,0,9130,22,40,0,0,0
35,0,22,0,3250,22,40,0,0,1
35,5,22,0,3250,22,36,1,0,1
53,1,20,0,3255,22,40,0,0,1
38,1,20,0,3255,22,40,1,0,1
25,0,17,4,5240,22,8,1,1,0
34,2,21,0,2330,22,60,1,0,0
39,0,16,0,9130,55,72,0,0,1
61,0,12,4,6355,22,20,0,0,0
44,0,18,0,3500,48,48,1,8,0
56,0,17,0,8030,48,50,0,8,1
21,1,18,4,2752,22,2,1,8,0
44,0,16,4,120,22,40,1,1,0
60,4,15,1,5740,29,40,0,0,1
34,3,23,4,1760,55,40,1,0,1
76,2,21,0,2310,22,24,1,0,0
31,6,15,4,220,22,70,0,8,1
47,5,15,4,4210,26,40,0,1,0
82,0,20,0,4710,22,35,0,0,1
63,0,15,2,7200,22,50,0,0,1
47,0,17,1,5120,34,40,1,1,0
46,0,15,1,4055,22,25,0,1,0
36,0,15,1,4020,22,40,0,1,0
61,6,22,0,2100,22,50,0,0,1
53,0,20,0,2310,22,40,1,0,1
28,0,23,4,3160,22,45,1,0,1
34,0,18,0,230,22,40,1,8,1
33,0,19,0,1050,22,45,0,0,1
41,0,15,2,4350,22,38,1,1,0
58,4,15,4,9830,18,55,0,0,1
51,0,23,2,3258,22,40,1,0,0
19,0,15,4,4020,22,15,0,0,0
25,0,15,4,5510,22,45,0,0,0
46,3,20,0,110,22,40,0,0,0
42,1,21,0,2002,22,40,1,0,0
